title_type,primary_title,genres,runtime_minutes,num_votes,average_rating
short,The Triumph of Right,"Drama,Family,Short",16.0,18,3.9
short,The Darling of the CSA,"Drama,Romance,Short",14.0,20,5.6
short,The Girl and Her Trust,"Drama,Short,Thriller",17.0,1235,6.8
short,Cinderella or The Glass Slipper,"Fantasy,Romance,Short",24.0,229,5.8
short,Friends,"Romance,Short,Western",17.0,296,5.5
short,The Cameraman's Revenge,"Animation,Comedy,Fantasy",12.0,3001,7.7
movie,De levende ladder,,50.0,22,4.6
movie,Zu spät,,,10,6.2
short,A Thief of Hearts,Short,,11,5.0
short,Der neue Schreibtisch,Short,8.0,108,6.1
short,Professor Vilhelm Thomsen i videnskabernes selskabs bygning,Short,3.0,16,3.7
movie,The Battle of Gettysburg,"Drama,War",48.0,39,6.7
short,The Price of Gold,"Drama,Short",15.0,11,3.3
short,The Marriage of Figaro,"Drama,Short",21.0,13,5.2
short,An Adventure in the Autumn Woods,"Drama,Short",17.0,60,4.9
short,The Picture of Dorian Gray,"Drama,Short",16.0,20,7.1
short,Brothers,"Drama,Short",17.0,47,3.4
short,Brennan of the Moor,"Drama,Short",31.0,19,4.0
short,When Lincoln Paid,"Drama,Short",,22,5.9
short,Muzikalniy moment,"Music,Short",6.0,27,4.4
short,A Noise from the Deep,"Comedy,Short",10.0,15,7.3
short,The Ideal Wife,"Comedy,Short",24.0,30,5.4
short,The Pickwick Papers,"Comedy,Short",20.0,63,5.6
short,A Lady and Her Maid,"Comedy,Short",14.0,40,5.7
short,Her Nephews from Labrador,"Comedy,Short",13.0,29,5.4
short,The Adventures of Pimple: The Battle of Waterloo,"Comedy,Short",7.0,13,5.8
short,Milling the Militants,"Comedy,Short",8.0,24,4.9
short,Frederik Buch som Soldat,"Comedy,Short",9.0,5,4.6
movie,One Hundred Years of Mormonism,"Drama,History",90.0,21,5.0
movie,Doctor Nicholson and the Blue Diamond,"Crime,Thriller",71.0,40,5.9
short,"Direktør Ivar Knudsen til prøvesejlads om bord paa et dieselskib, omgivet af repræsentanter for handel og industri, hvoriblandt admiral A. de Richelieu, etatsraad Martin Dessau, gehejmeetatsraad Julius Larsen, baron Blixen-Finecke og flere","Documentary,Short",4.0,17,5.0
short,The Battle of Bull Run,"Drama,History,Short",28.0,14,5.4
short,The Sheriff of Stone Gulch,"Drama,Short,Western",13.0,28,4.3
short,When Mary Grew Up,"Comedy,Romance,Short",15.0,17,4.8
short,The Insects' Christmas,"Animation,Family,Short",7.0,768,6.7
movie,Sturmzeichen - Ein Kriegsfilm,,,10,4.7
movie,Le paradis,,53.0,6,4.2
movie,The Goat,Adult,,16,7.3
movie,Christus,Drama,69.0,22,6.5
movie,"Home, Sweet Home",Drama,55.0,269,5.7
movie,Sperduti nel buio,Drama,66.0,15,6.1
short,Miss Soapsuds,Short,10.0,19,6.3
short,"Le royaume nain de Lilliput contre Gigas le long, prince des géants",Short,,7,6.2
movie,The Mystery of the Poison Pool,Adventure,,22,2.2
movie,The War of the World,Documentary,,12,7.0
short,Woman of Tomorrow,"Drama,Short",43.0,37,5.8
short,Atonement,"Drama,Short",24.0,14,6.9
short,The Sisters,"Drama,Short",20.0,38,6.8
short,The Temple of Moloch,"Drama,Short",,14,5.8
short,Love and Bullets,"Comedy,Short",,15,9.0
short,'Curses!' They Remarked,"Comedy,Short",10.0,92,4.9
short,A Fair Exchange,"Comedy,Short",16.0,938,5.5
short,His New Profession,"Comedy,Short",16.0,1317,5.9
short,Broncho Billy's Fatal Joke,"Short,Western",19.0,36,5.4
movie,Theodor Körner,"Biography,Drama",60.0,10,5.0
short,The Particular Cowboys,"Comedy,Short,Western",,12,6.2
movie,Song of Triumphant Love,,,9,6.5
movie,The Battle Cry of Peace,Drama,90.0,19,4.0
movie,Ghosts,Drama,49.0,84,5.5
short,Per amore di Jenny,Short,19.0,18,5.1
short,The Voice of the Violin,Short,20.0,37,4.4
movie,Zhenshchina vampir,Horror,,38,7.6
movie,Sieg auf der ganzen Linie,Adventure,,10,7.0
movie,Civilization,"Drama,War",85.0,393,5.9
movie,Japan,Documentary,,10,5.4
short,The Vagabonds,"Drama,Short",12.0,19,5.6
short,The Three Brothers,"Drama,Short",,11,5.4
short,Ham and the Jitney Bus,"Comedy,Short",12.0,10,4.4
short,Ungkarl og ægtemand,"Comedy,Short",8.0,10,4.2
short,A Woman,"Comedy,Short",26.0,1849,6.4
short,Robinet pescatore,"Comedy,Short",6.0,10,5.1
short,Frau Blechnudel will Kinoschauspielerin werden,"Comedy,Short",,12,3.9
short,His Lordship's Dilemma,"Comedy,Short",,13,6.4
short,Dizzy Heights and Daring Hearts,"Comedy,Short",22.0,116,5.8
short,Djadja Pud v Luna-parke,"Comedy,Short",3.0,8,5.9
short,A Submarine Pirate,"Comedy,Short",24.0,179,5.3
short,Their Social Splash,"Comedy,Short",11.0,50,4.9
short,The Little Teacher,"Comedy,Short",21.0,63,4.9
short,Court House Crooks,"Comedy,Short",22.0,129,5.2
short,Fatty's Tintype Tangle,"Comedy,Short",27.0,391,6.2
movie,Far from the Madding Crowd,"Drama,Romance",,26,7.0
short,Sweeter Than Revenge,"Short,Western",10.0,13,5.1
short,Broncho Billy's Sentence,"Short,Western",17.0,57,5.7
short,Sunshine Molly,"Comedy,Drama,Short",36.0,25,6.5
movie,The Middleman,"Adventure,Crime,Drama",,37,6.6
movie,The Quest,"Action,Adventure,Drama",,33,5.1
movie,Majoor Frans,,54.0,15,4.2
movie,La reina joven,,49.0,12,4.4
movie,The Most Beautiful Gift,,,11,5.5
movie,The Fatal Glass of Beer,,,29,5.6
movie,Ramona,Drama,,20,8.0
movie,Rübezahls Hochzeit,Drama,,40,5.5
movie,The Cossack Whip,Drama,61.0,90,8.1
movie,The American Beauty,Drama,50.0,22,7.5
movie,Romeo and Juliet,Drama,70.0,20,6.4
movie,Betty of Greystone,Drama,50.0,55,5.0
movie,Oliver Twist,Drama,50.0,33,7.0
short,I minnenas band,Short,41.0,6,3.8
movie,The Mixed Ladies Chorus,Comedy,,13,5.3
movie,The ABC of Love,Comedy,50.0,46,6.2
short,Midnight at the Old Mill,"Comedy,Short",,21,5.1
short,The Rejuvenation of Aunt Mary,"Comedy,Short",30.0,18,4.4
short,Lysyj: kinooperator,"Comedy,Short",3.0,9,4.5
short,Easy Ed,"Comedy,Short",,12,8.0
short,The Rink,"Comedy,Short",30.0,3973,7.0
short,The Waiters' Ball,"Comedy,Short",16.0,195,6.8
movie,The Fable of the Kid Who Shifted His Ideals to Golf and Finally Became a Baseball Fan and Took the Only Known Cure,"Comedy,Sport",,32,6.5
movie,Avatar,"Drama,Fantasy",50.0,28,7.2
movie,The Matrimaniac,"Comedy,Romance",46.0,628,6.4
movie,The Mutiny of the Bounty,"Drama,Thriller",55.0,34,7.6
short,A Duet,"Animation,Short",3.0,45,4.2
movie,Beatrice Fairfax,"Action,Adventure",300.0,76,7.2
short,Seeing Yosemite with David A. Curry,"Documentary,Short",3.0,6,5.7
movie,Reggie Mixes In,"Action,Comedy,Drama",50.0,607,5.5
short,Bobby Bumps and the Stork,"Animation,Comedy,Short",6.0,33,4.9
movie,One Day,"Adventure,Drama,Romance",,21,6.0
movie,The Wolf,,,38,5.7
movie,A Bid for Fortune,Crime,,22,4.8
movie,The Unfortunate Marriage,Drama,68.0,89,7.1
movie,The Girl Without a Soul,Drama,50.0,23,6.4
movie,A Bit o' Heaven,Drama,,36,4.7
movie,Das Bacchanal des Todes,Drama,,8,6.2
short,Der getäuschte Pierrot,Short,7.0,47,5.8
movie,The Merry Jail,Comedy,48.0,601,6.1
movie,Prazstí Adamité,Comedy,,21,5.1
movie,The Dancer's Peril,Romance,50.0,20,6.0
movie,Open Places,Western,65.0,14,4.8
movie,The Square Deal Man,Western,50.0,24,6.8
movie,The Gown of Destiny,"Drama,War",50.0,19,6.4
short,La femme française pendant la guerre,"Short,War",37.0,5,6.2
short,Skinny Gets a Goat,"Comedy,Short",,12,4.9
short,Löjtnant Galenpanna,"Comedy,Short",38.0,14,5.4
short,Clubs Are Trump,"Comedy,Short",25.0,56,5.1
short,Tough Luck and Tin Lizzies,"Comedy,Short",11.0,30,5.5
short,The Soul Herder,"Short,Western",30.0,45,4.4
movie,Sleeping Beauty,"Family,Fantasy",64.0,33,5.8
short,Judex: Lorsque l'enfant parut,"Adventure,Short",24.0,40,6.3
short,Judex: L'expiation,"Adventure,Short",16.0,44,6.6
short,Judex: Le secret de Jacqueline,"Adventure,Short",9.0,38,6.5
short,A Dog's Life,"Animation,Short",,13,7.3
movie,One Hour,"Adventure,Romance",60.0,23,1.1
short,"Colonel Heeza Liar, Detective","Animation,Comedy,Short",5.0,14,6.6
short,Bobby Bumps at Fido's Birthday Party,"Animation,Comedy,Short",5.0,52,5.9
movie,Magic Waltz,Drama,,24,4.4
movie,The Rose of Rhodesia,Drama,81.0,37,5.8
movie,Station Content,Drama,50.0,35,6.2
movie,En Fare for Samfundet,Drama,69.0,9,5.7
short,Frauenehre,Short,,7,6.8
movie,"My Wife, the Movie Star",Comedy,,15,5.4
movie,The Scarlet Drop,Western,50.0,45,3.8
short,Les enfants de France et de la guerre,"Short,War",33.0,19,5.7
short,Wanda's Trick,"Drama,Short",44.0,7,5.0
movie,The Floor Below,"Comedy,Drama",60.0,48,6.5
short,Phoney Photos,"Comedy,Short",20.0,16,6.5
short,Are Crooks Dishonest?,"Comedy,Short",13.0,346,6.2
movie,Nattliga toner,"Drama,Romance",61.0,44,6.2
movie,Das Tagebuch des Dr. Hart,"Drama,Romance",82.0,38,5.8
movie,A Woman's Fool,"Comedy,Western",50.0,64,4.0
short,The Count of Monte Cristo - Episode 6: The Vendetta,"Adventure,Short",,9,5.7
movie,Laughing Bill Hyde,"Adventure,Comedy",66.0,21,5.4
short,Bobby Bumps in Before and After,"Animation,Comedy,Family",,17,6.8
movie,The Life Story of David Lloyd George,"Biography,Drama,History",152.0,94,6.7
movie,"Ikarus, der fliegende Mensch",,135.0,17,6.7
movie,The Mother and the Law,Drama,95.0,218,7.1
movie,The World and Its Woman,Drama,70.0,31,6.3
movie,The Right to Happiness,Drama,80.0,23,5.6
movie,The Man in the Moonlight,Drama,60.0,13,5.2
movie,Prostitution,Drama,121.0,16,5.0
movie,La maschera e il volto,Comedy,,9,7.1
movie,Bull Arizona,Western,93.0,12,5.1
movie,Allan Quatermain,Adventure,,27,5.5
movie,Alma Sertaneja,Adventure,,13,6.0
movie,A White Man's Chance,Adventure,50.0,18,5.8
short,Twist Olivér,"Drama,Short",40.0,12,6.5
movie,Anne of Green Gables,"Comedy,Drama",60.0,78,7.2
short,Hearts and Flowers,"Comedy,Short",23.0,146,5.6
short,An Auto Nut,"Comedy,Short",,19,5.1
short,Ship Ahoy,"Comedy,Short",,12,7.7
short,Apartment 23,"Comedy,Short",,10,5.8
short,Young Mr. Jazz,"Comedy,Short",10.0,577,6.4
short,Spring Fever,"Comedy,Short",,19,8.1
short,Camping Out,"Comedy,Short",,20,5.5
movie,The Man Who Turned White,"Adventure,Drama",50.0,20,5.5
movie,The Elusive Pimpernel,"Adventure,Drama",,13,1.7
short,The Adventures of Felix,"Animation,Short",,23,6.4
short,Rowdy Ann,"Comedy,Short,Western",21.0,150,5.5
movie,The Lurking Peril,"Action,Adventure,Drama",300.0,28,3.4
movie,The Girl from Nowhere,"Action,Adventure,Drama",,25,5.4
short,Charley at the Beach,"Animation,Comedy,Short",,9,5.0
short,The Clown's Pups,"Animation,Comedy,Short",3.0,92,6.6
short,The Breath of a Nation,"Animation,Comedy,Short",6.0,159,6.3
short,Dud's Home Run,"Animation,Comedy,Short",5.0,126,5.5
movie,Gricka vjestica,,,22,6.2
movie,Din Grozaviile lumii,,,18,6.9
movie,The Breaking of the Drought,,87.0,25,5.2
movie,Her Elephant Man,Drama,50.0,43,7.0
movie,Hitchin' Posts,Drama,50.0,56,4.5
movie,What Women Want,Drama,,21,7.6
movie,Sex,Drama,87.0,327,5.8
movie,The Man from Kangaroo,Drama,72.0,40,6.0
short,"Seff kostet 24,50 Dollar",Short,,8,5.8
movie,"Love, Honor and Behave!",Comedy,50.0,16,5.2
movie,Billions,Comedy,60.0,24,6.9
movie,The Hunchback and the Dancer,Horror,50.0,79,6.3
movie,The Testing Block,Western,60.0,32,6.7
movie,Leather Stocking: The Last of the Mohicans,Adventure,,53,6.6
short,Park Your Car,"Comedy,Short",9.0,10,4.8
short,A Bashful Bigamist,"Comedy,Short",15.0,20,5.8
movie,Anna Karenina,"Drama,History",,15,5.2
short,Blind Chance,"Short,Western",20.0,15,7.0
movie,An Old Fashioned Boy,"Comedy,Romance",50.0,31,7.2
movie,The Silver Horde,"Adventure,Drama",70.0,25,6.2
short,The Tale of a Wag,"Animation,Short",4.0,57,5.2
movie,The Daughter of Dawn,"Romance,Western",80.0,441,5.7
short,How Babe Ruth Hits a Home Run,"Documentary,Short",,33,8.7
movie,Pollyanna,"Comedy,Drama,Family",58.0,473,6.4
movie,The Last of the Mohicans,"Action,Adventure,Drama",73.0,1351,6.7
short,Day at the Park,"Animation,Comedy,Family",7.0,21,4.2
movie,The Mark of Zorro,"Adventure,Romance,Western",79.0,2620,7.1
movie,Angeli e demoni,,,10,6.5
movie,Il quadro di Osvaldo Mars,,56.0,21,6.7
movie,No Woman Knows,Drama,70.0,16,5.8
movie,Love Never Dies,Drama,64.0,114,6.7
movie,The Sign on the Door,Drama,84.0,33,5.6
movie,Markens grøde,Drama,107.0,240,6.5
movie,Journey into the Night,Drama,81.0,455,6.2
movie,One a Minute,Comedy,56.0,27,6.0
movie,Doubling for Romeo,Comedy,60.0,25,7.0
movie,The Wallop,Western,50.0,44,4.0
short,The Battle of Jutland,"Short,War",,7,8.4
short,Gôketsu Jiraiya,"Action,Short",21.0,182,5.8
short,The Plumber,"Comedy,Short",,25,3.9
short,Just in Time,"Comedy,Short",20.0,15,5.1
short,Tuning Up,"Comedy,Short",,7,4.0
short,The Hustler,"Comedy,Short",,15,6.9
movie,The Rough Diamond,"Comedy,Western",50.0,12,7.0
short,Cleaning Up!!?,"Animation,Short",1.0,155,4.6
short,Newman Laugh-O-Grams,"Animation,Short",3.0,135,4.6
short,Felix the Gay Dog,"Animation,Short",,14,6.3
movie,Cud nad Wisla,"Drama,Romance,War",51.0,98,5.3
short,A Daughter of 'the Law',"Crime,Short,Western",21.0,103,6.1
movie,Hurricane Hutch,"Action,Adventure,Crime",300.0,25,6.8
movie,The Devil Within,"Action,Adventure,Drama",60.0,19,5.7
short,Why They Love Cavemen!,"Animation,Comedy,Short",5.0,27,5.5
movie,La casa sotto la neve,,,8,5.6
movie,Silver Wings,Drama,90.0,38,3.9
movie,Cardigan,Drama,70.0,13,6.6
movie,The House Surrounded,Drama,69.0,51,7.9
movie,Manslaughter,Drama,100.0,480,6.4
movie,Shadows,Drama,70.0,466,6.2
movie,Forget Me Not,Drama,70.0,16,6.0
short,Tommy Tucker's Tooth,Short,7.0,141,4.7
short,The Enchanted City,Short,,10,6.2
movie,Red Hot Romance,Comedy,60.0,32,4.8
movie,Riders of the Law,Western,52.0,25,4.9
movie,Big Stakes,Western,61.0,92,5.8
movie,Wildnis,Adventure,,11,2.0
movie,No País das Amazonas,Documentary,72.0,27,7.4
short,A Tale of Two Cities,"Drama,Short",,8,5.0
movie,The Leather Pushers,"Drama,Sport",,14,6.2
short,Samson and Delilah,"Music,Short",,12,3.4
short,The Electric House,"Comedy,Short",23.0,2885,7.2
movie,Trifling Women,"Drama,Romance",90.0,26,6.8
movie,Nosferatu,"Fantasy,Horror",94.0,99820,7.9
short,The Four Musicians of Bremen,"Animation,Short",7.0,367,5.0
movie,With Stanley in Africa,"Action,Adventure",360.0,23,6.1
movie,Samson und Delila,"Adventure,History",88.0,36,5.8
short,Cops,"Comedy,Family,Short",18.0,6504,7.6
movie,The Light in the Dark,"Crime,Drama,Romance",70.0,170,6.2
short,The Bruce Partington Plans,"Drama,Mystery,Short",,7,3.6
short,È piccerella,"Drama,Romance,Short",44.0,52,6.0
movie,Blood and Sand,"Drama,Romance,Sport",108.0,1456,6.4
movie,Fair Lady,"Adventure,Crime,Drama",70.0,17,4.5
short,The Fable of Friday the 13th,"Animation,Comedy,Short",,13,7.2
movie,Modzgvari,"Adventure,Drama,Romance",55.0,14,6.4
movie,Nameless,,,21,3.7
movie,Lederstrumpf,,59.0,18,4.4
movie,Downfall,,,28,7.2
movie,Johan Ulfstjerna,War,65.0,27,6.3
movie,The Wheel,Drama,417.0,2381,7.5
movie,A Chapter in Her Life,Drama,63.0,39,5.6
movie,Karusellen,Drama,55.0,11,6.6
movie,This Ancient Law,Drama,128.0,221,7.1
movie,Hollywood,Comedy,80.0,81,7.0
movie,Red Lights,Mystery,70.0,28,6.4
movie,The Virginian,Western,84.0,56,6.0
movie,Kindled Courage,Western,50.0,14,6.0
movie,Mist in the Valley,"Crime,Drama",75.0,41,7.9
short,The Gown Shop,"Comedy,Short",15.0,38,5.0
short,Do Your Stuff,"Comedy,Short",,12,6.3
short,Sweetie,"Comedy,Short",20.0,17,6.5
movie,Scaramouche,"Drama,Romance",124.0,653,7.2
movie,The Treasure,"Drama,Romance",80.0,319,6.7
movie,Bluebeard's 8th Wife,"Comedy,Romance",60.0,27,7.0
movie,The Monkey's Paw,"Fantasy,Horror",64.0,21,5.4
movie,Pasteur,"Biography,Drama",52.0,47,5.7
movie,Her Dangerous Path,"Action,Adventure",210.0,27,3.6
short,Give Us Air!,"Documentary,Short",19.0,6,5.2
short,The Fiery Hand,"Crime,Drama,Mystery",36.0,14,6.3
short,The Silver Buddha,"Crime,Drama,Mystery",26.0,5,5.6
short,The Queen of Hearts,"Crime,Drama,Mystery",32.0,7,5.2
short,Felix in Hollywood,"Animation,Comedy,Short",9.0,987,6.5
short,The Fortune Teller,"Animation,Comedy,Short",8.0,34,6.0
short,Felix the Ghost Breaker,"Animation,Comedy,Short",7.0,110,6.0
movie,Why Worry?,"Adventure,Comedy,Family",63.0,1867,7.3
movie,The Covered Wagon,"Adventure,Romance,Western",98.0,682,6.6
movie,Empty Hearts,,60.0,21,6.5
movie,"Dudu, ein Menschenschicksal",,,13,6.9
movie,Circe the Enchantress,Drama,74.0,19,6.6
movie,The Torrent,Drama,,21,7.3
movie,The Wife of the Centaur,Drama,81.0,37,6.0
movie,The City Without Jews,Drama,91.0,393,6.3
short,The City of Stars,Short,20.0,13,7.8
movie,A Fight for Honor,Western,50.0,23,5.1
movie,Romance of the Wasteland,Western,50.0,13,5.8
movie,North of Alaska,Adventure,50.0,17,5.8
movie,Lovers in Araby,Adventure,,12,7.1
short,Three Foolish Weeks,"Comedy,Short",,11,4.5
short,Grandpa's Girl,"Comedy,Short",,10,4.6
short,The Adventures of Villar,"Comedy,Short",24.0,81,5.9
short,Safe and Sane,"Comedy,Short",25.0,19,5.1
short,Ten Dollars or Ten Days,"Comedy,Short",20.0,107,5.7
short,Hot Stuff,"Comedy,Short",,19,3.8
short,A Mandarin Mixup,"Comedy,Short",20.0,58,5.2
short,Hot Sands,"Comedy,Short",,15,5.5
movie,Venus of the South Seas,"Drama,Romance",55.0,62,5.5
movie,Decameron Nights,"Drama,Romance",100.0,12,7.7
short,Father Frost,"Fantasy,Short",40.0,14,7.6
short,Lenin's Kino Pravda: Truth in Cinema,"Animation,Short",8.0,5,5.4
short,Opus III,"Animation,Short",3.0,391,6.5
short,Wonderful London: Flowers of London,"Documentary,Short",10.0,13,5.9
movie,Janice Meredith,"Drama,History,Romance",153.0,713,5.6
movie,"Aelita, the Queen of Mars","Adventure,Comedy,Drama",111.0,2726,6.4
short,The Cartoon Factory,"Animation,Comedy,Short",8.0,198,6.7
short,Vaudeville,"Animation,Comedy,Short",6.0,50,7.0
movie,The Extraordinary Adventures of Mr. West in the Land of the Bolsheviks,"Comedy,Fantasy,Romance",94.0,1055,6.5
short,Looney Lens: Split Skyscrapers,"Documentary,News,Short",1.0,75,5.4
movie,On Time,"Action,Adventure,Comedy",,22,5.2
movie,The Dramatic Life of Abraham Lincoln,"Biography,Drama,History",120.0,34,5.8
movie,The Roughneck,"Action,Adventure,Romance",80.0,25,6.2
short,Sovetskie igrushki,"Animation,Documentary,Short",11.0,309,5.7
movie,Schatten der Weltstadt,,108.0,20,7.2
movie,Body and Soul,Drama,102.0,1097,6.2
movie,Stella Dallas,Drama,110.0,366,7.2
movie,Poil de carotte,Drama,123.0,292,7.2
short,Big Pal,Short,43.0,13,5.4
movie,College Boarding House,Comedy,162.0,10,6.6
movie,Are Parents People?,Comedy,60.0,72,6.7
movie,A Kiss in the Dark,Comedy,60.0,23,8.1
movie,Sally of the Sawdust,Comedy,104.0,564,6.6
movie,The Thundering Herd,Western,70.0,29,5.9
movie,Gold and the Girl,Western,50.0,18,6.2
movie,Cross and Mauser,Adventure,104.0,23,6.3
movie,Tartuffe,"Comedy,Drama",74.0,2582,7.1
movie,That Royle Girl,"Comedy,Drama",114.0,29,5.6
short,Hooked,"Comedy,Short",,14,6.3
short,The Heart Breaker,"Comedy,Short",,12,7.0
short,Hot Doggie,"Comedy,Short",20.0,16,9.7
movie,Lights of Old Broadway,"Drama,Romance",70.0,536,6.5
movie,Aitaré da Praia,"Drama,Romance",60.0,56,6.2
movie,King of the Castle,"Drama,Romance",,14,7.6
short,The Dying Swan,"Musical,Short",,6,7.4
movie,A Slave of Fashion,"Comedy,Romance",60.0,175,1.9
movie,Luch smerti,"Action,Drama,Sci-Fi",125.0,121,6.1
movie,The Living Dead Man,"Comedy,Drama,Romance",170.0,419,7.0
movie,Tsarsulis sashinelebani 2 (atasis pasad),"Action,Adventure,Drama",50.0,17,1.9
short,Alice Gets Stung,"Animation,Comedy,Family",8.0,193,4.9
short,Alice Rattled by Rats,"Animation,Comedy,Family",7.0,191,5.2
movie,White Fang,"Adventure,Family,Western",60.0,42,6.0
movie,Dürfen wir schweigen?,Drama,89.0,13,7.0
movie,The Unknown Soldier,Drama,71.0,20,6.9
movie,Meren kasvojen edessä,Drama,90.0,39,6.4
movie,Girl in Tails,Drama,114.0,68,6.9
movie,The Madness of the Valiants,Drama,45.0,12,6.7
movie,Yichuan zhenzhu,Drama,45.0,29,5.8
movie,Kane,Comedy,68.0,15,7.2
movie,Mantrap,Comedy,71.0,394,6.9
movie,The American Venus,Comedy,80.0,49,7.2
movie,A Social Celebrity,Comedy,70.0,20,7.0
movie,Three Pals,Romance,54.0,21,5.8
movie,The Buckaroo Kid,Western,64.0,15,6.2
movie,The Wild Horse Stampede,Western,50.0,22,6.4
movie,Haunted Range,Western,,22,5.0
movie,The Gentle Cyclone,Western,50.0,26,4.9
short,Without the Option,"Drama,Short",,6,6.7
short,Behind the Lines,"Music,Short",8.0,68,6.1
short,Soft Pedal,"Comedy,Short",10.0,27,6.3
short,Buster's Mix-Up,"Comedy,Short",18.0,21,6.5
short,Hooked at the Altar,"Comedy,Short",,13,5.3
short,Ice Cold Cocos,"Comedy,Short",19.0,66,5.8
short,His Private Life,"Comedy,Short",21.0,15,6.6
short,Saturday Afternoon,"Comedy,Short",30.0,339,6.3
short,A Harem Knight,"Comedy,Short",19.0,19,6.2
short,The Battling Kangaroo,"Comedy,Short",20.0,18,7.6
movie,Torrent,"Drama,Romance",88.0,873,6.9
movie,Volcano,"Drama,Romance",60.0,19,7.0
short,Four Square Steve,"Short,Western",,18,5.7
movie,The Boob,"Comedy,Romance",64.0,599,5.4
movie,Almost a Lady,"Comedy,Romance",60.0,20,6.8
movie,The Law of the Snow Country,"Adventure,Drama",50.0,16,5.4
movie,Tentacles of the North,"Action,Adventure",54.0,35,4.3
movie,What Price Glory,"Comedy,Drama,War",116.0,433,6.9
short,Los Invencibles Shuaras del alto Amazonas,"Documentary,Short",17.0,55,5.2
movie,By the Law,"Action,Drama,Mystery",80.0,1147,7.6
movie,Sunny Side Up,"Comedy,Drama,Romance",66.0,19,5.8
short,The Nickel-Hopper,"Comedy,Romance,Short",37.0,118,7.3
movie,Faust,"Drama,Fantasy,Horror",107.0,15738,8.1
movie,The Passion of a Woman Teacher,"Drama,Horror,Romance",53.0,26,7.2
movie,A Page of Madness,"Drama,Horror,Thriller",70.0,4006,7.4
movie,The Winning of Barbara Worth,"Drama,Romance,Western",89.0,894,7.0
short,Football,"Animation,Comedy,Short",,8,4.8
movie,"Stop, Look and Listen","Action,Adventure,Comedy",60.0,37,5.5
movie,Chasing Trouble,"Action,Adventure,Western",50.0,21,5.6
movie,Education of a Prince,,,16,5.9
movie,Das gefährliche Alter,,,14,6.2
movie,Topsy and Eva,Drama,80.0,67,7.7
movie,Convoy,Drama,80.0,11,5.2
movie,Street of Forgotten Women,Drama,53.0,20,3.9
movie,Maksim Maksimich,Drama,60.0,16,5.8
movie,The Claw,Drama,54.0,24,6.2
short,R-1,Short,7.0,35,7.2
short,Out of the Melting Pot,Short,2.0,15,4.9
short,Mathusalem,Short,7.0,36,5.0
short,The March of the Machines,Short,9.0,148,5.8
movie,Milenky starého kriminálníka,Comedy,108.0,59,7.2
movie,Spring Fever,Comedy,78.0,1015,6.5
movie,Belphégor,Fantasy,212.0,154,7.8
movie,The Isle of Sunken Gold,Adventure,,16,5.7
movie,Muurmanin pakolaiset,"Drama,War",82.0,11,6.4
short,John Charles Thomas,"Music,Short",8.0,8,4.5
movie,The First Auto,"Comedy,Drama",75.0,260,6.3
movie,Tillie the Toiler,"Comedy,Drama",70.0,490,6.1
short,Many a Slip,"Comedy,Short",20.0,92,6.7
movie,Babe Comes Home,"Comedy,Sport",60.0,24,7.0
movie,The Strange Case of Captain Ramper,"Drama,Horror",50.0,35,6.2
movie,Dress Parade,"Drama,Romance",72.0,99,7.5
movie,The Student Prince in Old Heidelberg,"Drama,Romance",106.0,1552,7.6
movie,A Million Bid,"Drama,Romance",70.0,38,5.8
movie,Breakfast at Sunrise,"Comedy,Romance",62.0,25,7.0
movie,The Return of the Riddle Rider,"Action,Adventure",200.0,21,4.5
short,Official Opening of McTaggart Esplanade,"Documentary,Short",3.0,50,4.6
short,Life in Hollywood No. 2,"Documentary,Short",9.0,7,4.4
movie,The Kid Brother,"Comedy,Drama,Family",82.0,4554,7.6
movie,The Fall of the Romanov Dynasty,"Documentary,History",90.0,332,6.4
movie,"East Side, West Side","Drama,Romance,Sport",92.0,98,7.3
movie,The Girl with the Hat Box,"Comedy,Drama,Romance",60.0,768,7.1
movie,Chain Lightning,"Action,Adventure,Drama",60.0,20,4.7
short,Alice's Auto Race,"Animation,Comedy,Short",7.0,29,5.5
short,Ko-Ko Back Tracks,"Animation,Comedy,Short",9.0,58,6.1
short,Alice's Picnic,"Animation,Comedy,Short",7.0,22,6.6
short,Alice the Golf Bug,"Animation,Comedy,Short",7.0,24,5.7
short,Pedigreedy,"Animation,Comedy,Short",8.0,39,5.2
short,Felix the Cat as Romeeow,"Animation,Comedy,Short",7.0,53,6.1
short,Koko Needles the Boss,"Animation,Comedy,Short",6.0,66,7.1
movie,The Private Life of Helen of Troy,"Action,Adventure,Comedy",87.0,86,5.8
movie,The Dove,"Adventure,Drama,Romance",90.0,89,6.5
movie,Unfug der Liebe,,,11,6.8
movie,South of Panama,Drama,68.0,17,4.8
movie,Manhattan Cocktail,Drama,72.0,34,7.4
movie,Alias Jimmy Valentine,Drama,88.0,36,6.9
movie,Napasta,Drama,,10,7.4
movie,Parizhskiy sapozhnik,Drama,40.0,54,6.2
movie,Fight for the Matterhorn,Drama,117.0,55,7.1
movie,Sins of the Fathers,Drama,73.0,26,7.8
movie,Hara-Kiri,Drama,,15,6.8
short,Sirens of the Sea,Short,3.0,27,4.8
movie,Anybody Here Seen Kelly?,Comedy,80.0,33,6.0
movie,Dom na Trubnoy,Comedy,64.0,698,7.2
movie,Skvoz slyozy,Comedy,95.0,14,5.3
